city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,55,2,2,1,7,acept,not furnished,R$650,"R$2,000",R$0,R$26,"R$2,676"
1,350,4,5,2,-,acept,not furnished,R$0,"R$5,000",R$325,R$76,"R$5,401"
1,260,3,3,3,8,acept,furnished,"R$2,210","R$5,000",R$842,R$64,"R$8,116"
1,78,2,1,1,7,acept,not furnished,R$645,"R$2,000",R$35,R$26,"R$2,706"
1,35,1,1,0,6,acept,furnished,R$420,"R$1,780",R$0,R$23,"R$2,223"
1,106,2,1,2,-,not acept,not furnished,R$0,"R$2,100",R$110,R$32,"R$2,242"
1,500,3,3,5,-,acept,furnished,R$0,"R$15,000","R$1,125",R$226,"R$16,350"
1,38,1,1,0,-,not acept,not furnished,Sem info,"R$1,650",R$0,R$25,"R$1,675"
1,153,2,2,1,15,acept,furnished,"R$1,500","R$11,900",R$350,R$151,"R$13,900"
1,64,2,2,2,5,acept,not furnished,R$830,"R$1,600",R$205,R$21,"R$2,656"
1,260,3,4,4,-,acept,not furnished,R$0,"R$4,500",R$0,R$68,"R$4,568"
0,50,1,1,1,11,acept,not furnished,"R$1,500",R$500,R$105,R$7,"R$2,112"
1,170,3,2,1,14,acept,furnished,"R$1,700","R$4,500",R$85,R$58,"R$6,343"
1,120,2,2,2,15,acept,furnished,"R$1,043","R$4,880",R$264,R$62,"R$6,249"
1,700,4,5,2,10,acept,furnished,"R$3,000","R$8,000",R$402,R$102,"R$11,500"
1,270,5,7,2,-,acept,not furnished,R$0,"R$3,978",R$89,R$60,"R$4,127"
1,40,1,1,0,6,acept,not furnished,R$890,"R$3,463",R$0,R$32,"R$4,385"
1,640,4,4,4,12,acept,furnished,"R$5,400","R$10,200","R$1,584",R$130,"R$17,310"
1,40,1,1,0,-,acept,not furnished,R$0,R$980,R$59,R$15,"R$1,054"
1,40,2,1,0,3,acept,not furnished,R$348,"R$1,100",R$0,R$14,"R$1,462"
1,42,1,1,1,-,acept,furnished,R$450,"R$2,000",R$88,R$26,"R$2,564"
1,62,1,1,0,3,acept,not furnished,R$550,"R$2,100",R$0,R$27,"R$2,677"
1,106,2,3,2,18,not acept,furnished,R$950,"R$5,000",R$250,R$64,"R$6,264"
1,103,3,2,1,7,acept,not furnished,R$944,"R$4,400",R$126,R$56,"R$5,526"
1,360,3,5,3,13,acept,not furnished,"R$4,300","R$8,500","R$1,500",R$108,"R$14,410"
1,113,1,1,2,9,acept,furnished,R$650,"R$6,400",R$0,R$82,"R$7,132"
1,164,4,4,3,1,acept,not furnished,"R$1,840","R$6,000",R$550,R$77,"R$8,467"
1,110,3,2,3,-,acept,not furnished,R$0,"R$2,800",R$15,R$43,"R$2,858"
1,110,2,2,1,8,acept,furnished,"R$1,285","R$4,348",R$196,R$56,"R$5,885"
1,136,4,3,1,3,acept,not furnished,"R$1,800","R$4,200",R$312,R$54,"R$6,366"
0,65,1,1,1,9,acept,not furnished,R$380,"R$1,200",R$83,R$16,"R$1,679"
1,62,2,1,1,8,not acept,not furnished,R$735,"R$1,345",R$35,R$18,"R$2,133"
0,163,3,5,3,20,acept,not furnished,"R$1,450","R$9,800",R$350,R$125,"R$11,730"
1,47,2,1,1,12,acept,not furnished,R$597,"R$1,570",R$0,R$20,"R$2,187"
1,50,1,1,1,1,acept,not furnished,R$795,"R$3,500",R$213,R$45,"R$4,553"
1,79,3,2,2,6,acept,furnished,R$900,"R$3,000",R$209,R$39,"R$4,148"
1,250,3,3,2,7,not acept,furnished,"R$1,400","R$5,380",R$234,R$69,"R$7,083"
1,50,2,1,1,6,acept,not furnished,R$380,"R$1,210",R$0,R$16,"R$1,606"
1,150,3,3,2,-,acept,not furnished,R$0,"R$5,000",R$235,R$76,"R$5,311"
0,76,2,1,0,2,acept,not furnished,R$300,R$700,R$100,R$9,"R$1,109"
1,72,2,2,1,7,acept,not furnished,R$520,"R$1,800",R$159,R$23,"R$2,502"
1,35,1,1,1,17,acept,furnished,"R$1,280","R$4,000",R$200,R$51,"R$5,531"
1,250,3,4,4,16,acept,not furnished,"R$3,421","R$10,700","R$1,224",R$136,"R$15,480"
0,85,3,1,1,9,not acept,not furnished,R$598,"R$1,110",R$63,R$15,"R$1,786"
0,60,1,1,1,14,acept,not furnished,R$583,"R$1,100",R$49,R$14,"R$1,746"
0,47,2,1,1,-,acept,not furnished,R$255,"R$1,290",R$33,R$17,"R$1,595"
1,104,3,3,2,3,not acept,furnished,R$915,"R$9,000",R$254,R$115,"R$10,280"
0,203,3,1,2,-,acept,not furnished,R$0,"R$3,300",R$117,R$50,"R$3,467"
1,136,3,2,1,85,acept,not furnished,"R$1,513","R$3,500",R$260,R$45,"R$5,318"
1,53,1,1,1,3,acept,not furnished,R$694,"R$4,500",R$200,R$58,"R$5,452"
1,400,4,3,2,-,acept,not furnished,R$0,"R$15,000","R$1,870",R$226,"R$17,100"
1,40,1,1,1,14,acept,furnished,R$480,"R$4,200",R$75,R$54,"R$4,809"
1,38,1,1,0,6,acept,not furnished,R$0,"R$1,680",R$0,R$22,"R$1,702"
1,340,4,6,4,8,acept,furnished,"R$3,100","R$2,800","R$1,667",R$36,"R$7,603"
0,134,3,3,2,7,not acept,not furnished,"R$1,000","R$2,500",R$177,R$32,"R$3,709"
1,97,2,2,0,9,acept,furnished,R$453,"R$3,000",R$0,R$39,"R$3,492"
1,90,1,1,0,-,not acept,not furnished,Sem info,"R$1,150",R$59,R$18,"R$1,227"
1,260,4,5,2,1,acept,furnished,"R$2,600","R$8,000",R$417,R$102,"R$11,120"
1,66,2,1,0,7,acept,not furnished,R$356,"R$1,650",R$0,R$21,"R$2,027"
1,92,2,1,1,12,not acept,not furnished,"R$2,750","R$2,930",R$448,R$38,"R$6,166"
1,92,3,3,1,3,acept,furnished,R$750,"R$4,250",R$21,R$54,"R$5,075"
1,155,3,4,2,14,acept,not furnished,"R$1,400","R$13,100",R$409,R$166,"R$15,080"
1,30,1,1,0,1,not acept,not furnished,Sem info,R$900,R$0,R$12,R$912
1,27,1,1,0,5,not acept,not furnished,"R$1,405","R$3,500",R$1,R$45,"R$4,951"
1,175,4,3,2,-,acept,not furnished,R$0,"R$3,200",R$380,R$49,"R$3,629"
1,326,3,4,4,12,acept,not furnished,"R$2,808","R$6,500","R$1,605",R$83,"R$11,000"
1,236,4,5,4,7,acept,not furnished,"R$3,500","R$10,000","R$1,834",R$127,"R$15,460"
0,119,3,1,1,5,acept,not furnished,R$926,"R$1,200",R$100,R$16,"R$2,242"
1,23,1,1,0,23,acept,not furnished,R$383,"R$2,050",R$40,R$26,"R$2,499"
1,260,2,4,4,19,not acept,not furnished,"R$2,000","R$8,000",R$667,R$102,"R$10,770"
1,400,3,3,2,-,not acept,not furnished,R$0,"R$12,000",R$0,R$181,"R$12,180"
1,87,1,1,2,14,acept,furnished,R$870,"R$7,900",R$150,R$101,"R$9,021"
1,65,2,1,1,-,acept,not furnished,R$0,"R$1,800",R$0,R$28,"R$1,828"
1,210,3,4,4,11,acept,furnished,"R$2,000","R$15,000","R$1,000",R$191,"R$18,190"
1,250,3,4,2,-,acept,not furnished,R$0,"R$4,200",R$192,R$64,"R$4,456"
1,155,3,2,3,4,acept,furnished,"R$2,600","R$11,700",R$667,R$149,"R$15,120"
0,300,4,3,5,-,acept,not furnished,R$0,"R$4,100",R$20,R$62,"R$4,182"
0,70,3,2,2,4,acept,not furnished,R$500,"R$1,800",R$78,R$23,"R$2,401"
1,68,1,2,1,11,acept,not furnished,"R$1,200","R$4,500",R$100,R$58,"R$5,858"
0,220,3,5,3,4,not acept,furnished,"R$2,000","R$7,900",R$417,R$101,"R$10,420"
0,91,3,2,2,12,acept,not furnished,R$700,"R$2,250",R$175,R$29,"R$3,154"
0,230,4,4,8,-,acept,not furnished,R$0,"R$5,100",R$320,R$77,"R$5,497"
0,48,2,1,0,4,acept,not furnished,R$288,R$950,R$45,R$13,"R$1,296"
1,90,2,2,2,15,not acept,furnished,"R$1,400","R$10,000",R$0,R$127,"R$11,530"
1,60,1,1,1,15,acept,furnished,"R$1,000","R$5,500",R$200,R$70,"R$6,770"
1,450,4,4,3,14,acept,not furnished,"R$5,500","R$15,000",R$0,R$191,"R$20,690"
1,16,1,1,0,1,not acept,not furnished,R$0,R$850,R$35,R$11,R$896
1,100,3,2,1,8,acept,not furnished,"R$1,100","R$1,400",R$291,R$18,"R$2,809"
1,300,3,3,3,-,acept,not furnished,R$1,"R$3,400",R$417,R$52,"R$3,870"
1,151,3,4,3,14,not acept,furnished,"R$1,700","R$6,800",R$475,R$87,"R$9,062"
1,150,3,4,3,12,acept,furnished,"R$2,092","R$7,608",R$730,R$97,"R$10,530"
1,57,2,1,1,7,acept,not furnished,R$570,"R$1,500",R$67,R$20,"R$2,157"
1,30,1,1,1,4,not acept,furnished,"R$1,787","R$1,200",R$144,R$16,"R$3,147"
0,53,1,1,1,8,acept,furnished,"R$1,350","R$3,110",R$85,R$40,"R$4,585"
1,270,3,4,3,-,acept,not furnished,Sem info,"R$6,800",R$417,R$103,"R$7,320"
1,78,2,2,2,8,acept,furnished,"R$1,400","R$5,800",R$334,R$74,"R$7,608"
1,20,1,1,0,1,not acept,furnished,R$150,"R$3,142",R$67,R$40,"R$3,399"
1,140,5,2,1,1,acept,furnished,R$0,"R$3,999",R$200,R$51,"R$4,250"
1,155,3,3,2,2,acept,furnished,"R$2,300","R$12,000",R$700,R$153,"R$15,150"
1,118,3,2,4,1,acept,not furnished,R$850,"R$2,250",R$334,R$29,"R$3,463"
0,235,4,4,3,13,acept,not furnished,"R$3,450","R$5,500",R$541,R$70,"R$9,561"
1,400,4,4,4,9,acept,not furnished,"R$4,700","R$9,000","R$1,125",R$115,"R$14,940"
1,80,2,2,1,6,not acept,not furnished,"R$1,015","R$3,500",R$117,R$45,"R$4,677"
1,50,1,1,0,2,not acept,furnished,R$710,"R$3,100",R$85,R$12,"R$3,907"
0,55,2,2,1,9,acept,not furnished,R$337,"R$2,500",R$86,R$32,"R$2,955"
1,400,4,4,4,-,acept,not furnished,R$0,"R$8,500","R$1,250",R$128,"R$9,878"
1,63,3,2,0,18,acept,not furnished,R$550,"R$1,800",R$0,R$23,"R$2,373"
1,325,4,3,2,3,acept,not furnished,"R$4,500","R$8,500","R$1,111",R$108,"R$14,220"
1,200,3,3,2,7,not acept,furnished,"R$2,500","R$6,000",R$125,R$77,"R$8,702"
1,58,2,2,1,5,acept,furnished,R$790,"R$5,000",R$192,R$64,"R$6,046"
1,180,3,2,3,-,acept,not furnished,R$0,"R$4,600","R$3,600",R$70,"R$8,270"
1,159,3,2,0,5,acept,not furnished,"R$1,774","R$4,507",R$444,R$19,"R$6,744"
1,420,4,3,4,-,acept,not furnished,R$0,"R$15,000","R$1,250",R$226,"R$16,480"
1,88,3,1,2,5,acept,not furnished,R$685,"R$1,500",R$35,R$20,"R$2,240"
0,70,3,1,1,6,acept,not furnished,R$549,"R$1,135",R$0,R$5,"R$1,689"
1,246,4,5,4,12,not acept,not furnished,"R$2,200","R$10,000",R$750,R$127,"R$13,080"
1,53,2,1,1,1,acept,not furnished,R$550,"R$1,250",R$0,R$16,"R$1,816"
1,22,1,1,1,19,not acept,not furnished,R$500,"R$2,200",R$0,R$28,"R$2,728"
1,80,1,1,0,-,acept,not furnished,R$0,"R$1,700",R$60,R$26,"R$1,786"
1,30,1,1,1,11,acept,furnished,R$500,"R$2,570",Incluso,R$8,"R$3,078"
0,157,3,5,3,1,acept,not furnished,"R$2,300","R$7,000",R$442,R$89,"R$9,831"
1,450,3,3,8,-,acept,furnished,R$0,"R$5,015",R$400,R$76,"R$5,491"
1,90,3,2,0,-,acept,not furnished,R$295,"R$2,572",R$53,R$8,"R$2,928"
1,88,2,1,0,7,not acept,not furnished,R$800,"R$1,800",R$0,R$23,"R$2,623"
0,46,1,1,0,5,acept,furnished,"R$1,300","R$1,950",R$0,R$25,"R$3,275"
1,189,4,2,2,4,acept,not furnished,"R$1,970","R$8,000",R$559,R$102,"R$10,630"
1,49,2,1,1,10,not acept,not furnished,R$395,"R$1,250",R$0,R$16,"R$1,661"
1,180,3,2,2,2,acept,not furnished,"R$2,500","R$7,000","R$1,200",R$89,"R$10,790"
1,128,3,3,2,1,acept,not furnished,"R$1,090","R$7,000",R$500,R$89,"R$8,679"
1,60,2,2,0,-,acept,not furnished,R$518,"R$1,300",R$170,R$10,"R$1,998"
1,74,3,2,1,7,acept,not furnished,R$982,"R$1,710",R$48,R$22,"R$2,762"
1,80,1,1,1,10,acept,not furnished,"R$1,800","R$2,500",R$180,R$32,"R$4,512"
1,150,3,2,1,-,acept,not furnished,R$0,"R$2,500",R$0,R$38,"R$2,538"
1,70,3,2,1,3,acept,not furnished,R$799,"R$1,900",R$182,R$25,"R$2,906"
1,113,3,2,2,2,acept,not furnished,"R$1,300","R$4,800",R$250,R$61,"R$6,411"
0,50,1,1,0,-,acept,not furnished,R$0,R$880,R$0,R$14,R$894
1,300,4,2,2,1,acept,furnished,"R$3,000","R$6,500","R$1,091",R$83,"R$10,670"
1,140,2,3,1,3,acept,furnished,"R$1,306","R$5,000",R$250,R$64,"R$6,620"
1,300,4,5,1,8,acept,furnished,"R$3,700","R$8,550",R$400,R$109,"R$12,760"
1,350,5,4,8,-,not acept,not furnished,Sem info,"R$9,000",R$762,R$136,"R$9,898"
1,78,2,1,1,-,acept,not furnished,Sem info,"R$1,700",R$82,R$26,"R$1,808"
0,110,2,2,0,18,acept,furnished,R$960,"R$4,200",R$218,R$54,"R$5,432"
1,423,4,5,7,28,acept,not furnished,"R$5,785","R$14,000","R$2,647",R$178,"R$22,610"
1,110,1,1,0,20,acept,not furnished,R$923,"R$3,182",R$0,R$14,"R$4,119"
1,136,2,4,2,7,acept,not furnished,"R$1,540","R$4,800",R$242,R$61,"R$6,643"
1,56,2,1,1,3,acept,not furnished,"R$1,091","R$1,700",R$72,R$22,"R$2,885"
1,20,1,1,0,3,acept,furnished,R$402,"R$2,800",R$68,R$36,"R$3,306"
1,115,3,2,2,8,acept,not furnished,"R$1,900","R$2,900",R$400,R$37,"R$5,237"
1,140,2,2,1,3,not acept,not furnished,"R$2,000","R$12,500",R$279,R$159,"R$14,940"
1,64,2,1,1,2,acept,not furnished,R$500,"R$1,400",R$11,R$18,"R$1,929"
1,60,2,1,1,15,acept,furnished,R$990,"R$2,500",R$42,R$32,"R$3,564"
1,132,3,2,1,11,acept,not furnished,"R$1,477","R$2,800",R$45,R$36,"R$4,358"
1,210,4,3,3,11,acept,not furnished,"R$1,250","R$4,000",R$750,R$51,"R$6,051"
1,300,4,4,3,-,acept,furnished,R$0,"R$5,080",R$284,R$77,"R$5,441"
1,130,3,2,2,-,acept,not furnished,R$0,"R$3,300",R$108,R$50,"R$3,458"
1,108,2,4,2,7,acept,not furnished,"R$1,289","R$4,430",R$522,R$57,"R$6,298"
1,75,2,2,1,4,acept,not furnished,R$926,"R$3,005",R$203,R$10,"R$4,144"
1,250,3,3,3,-,acept,not furnished,R$0,"R$4,500",R$150,R$68,"R$4,718"
0,55,1,1,0,5,acept,not furnished,R$473,R$500,R$17,R$7,R$997
1,129,3,2,3,5,not acept,furnished,"R$1,260","R$2,950",R$450,R$38,"R$4,698"
1,158,4,4,3,5,acept,not furnished,"R$2,100","R$6,600",R$375,R$84,"R$9,159"
1,100,3,3,2,1,acept,not furnished,"R$1,200","R$3,248",R$384,R$42,"R$4,874"
1,130,3,2,3,-,acept,furnished,R$0,"R$7,450",R$167,R$112,"R$7,729"
1,25,1,1,0,-,acept,not furnished,R$20,"R$1,200",R$25,R$19,"R$1,264"
1,240,3,2,3,-,acept,not furnished,R$0,"R$9,265",R$525,R$140,"R$9,930"
1,196,3,4,2,1,not acept,not furnished,"R$2,200","R$3,300",R$559,R$42,"R$6,101"
1,39,1,1,1,5,acept,not furnished,R$460,"R$3,300",R$157,R$42,"R$3,959"
0,46,2,1,1,3,acept,not furnished,R$250,R$970,R$42,R$13,"R$1,275"
1,120,3,2,0,1,acept,not furnished,R$0,"R$2,500",R$84,R$38,"R$2,622"
1,270,2,2,3,17,acept,not furnished,"R$2,200","R$8,650",R$0,R$110,"R$10,960"
1,700,4,10,0,-,acept,not furnished,R$0,"R$15,000","R$8,750",R$226,"R$23,980"
0,462,4,7,4,-,acept,not furnished,Incluso,"R$5,000",R$590,R$76,"R$5,666"
1,35,1,1,1,9,acept,furnished,R$475,"R$3,150",R$0,R$23,"R$3,648"
1,90,3,3,2,12,not acept,not furnished,R$897,"R$3,500",R$0,R$45,"R$4,442"
1,98,3,2,2,1,acept,not furnished,"R$1,400","R$1,760",R$383,R$23,"R$3,566"
1,159,2,2,1,8,acept,furnished,"R$1,236","R$4,200",R$251,R$54,"R$5,741"
1,115,3,5,2,10,acept,not furnished,"R$1,830","R$7,000",R$495,R$89,"R$9,414"
1,400,3,3,1,3,acept,not furnished,"R$3,000","R$11,000",R$142,R$140,"R$14,280"
0,60,2,1,1,9,not acept,not furnished,R$498,"R$1,317",R$25,R$17,"R$1,857"
1,220,3,4,3,11,acept,furnished,"R$3,300","R$8,000","R$1,000",R$102,"R$12,400"
1,67,2,1,1,4,acept,not furnished,"R$1,500","R$2,099",R$250,R$27,"R$3,876"
1,165,3,4,3,7,acept,not furnished,"R$1,700","R$4,500",R$573,R$58,"R$6,831"
1,100,2,4,0,1,acept,not furnished,R$0,"R$3,000",R$0,R$39,"R$3,039"
1,55,1,2,1,2,acept,not furnished,"R$1,317","R$2,576",R$230,R$10,"R$4,133"
0,35,1,1,1,2,acept,not furnished,R$254,R$600,R$92,R$8,R$954
1,51,1,1,1,10,acept,furnished,R$630,"R$3,700",R$0,R$47,"R$4,377"
1,73,2,2,1,13,acept,not furnished,R$700,"R$1,250",R$150,R$16,"R$2,116"
1,320,5,5,4,4,acept,not furnished,"R$5,800","R$5,500","R$1,500",R$70,"R$12,870"
1,35,1,1,1,7,acept,not furnished,R$380,"R$2,300",R$100,R$30,"R$2,810"
1,46,1,1,0,3,acept,not furnished,R$100,"R$1,600",R$0,R$21,"R$1,721"
0,350,4,3,4,-,not acept,not furnished,R$500,"R$6,000",R$500,R$91,"R$7,091"
1,340,4,4,3,2,acept,not furnished,R$0,"R$14,000",R$834,R$178,"R$15,010"
1,28,1,1,1,4,not acept,furnished,"R$1,590","R$1,899",R$198,R$5,"R$3,692"
1,125,3,2,2,-,acept,furnished,Sem info,"R$3,000",R$150,R$46,"R$3,196"
1,44,1,1,1,3,acept,not furnished,R$560,"R$3,450",R$0,R$13,"R$4,023"
1,95,2,1,1,15,acept,not furnished,R$900,"R$3,000",R$67,R$39,"R$4,006"
1,310,3,4,3,8,acept,not furnished,"R$2,400","R$4,500",R$900,R$58,"R$7,858"
1,48,2,1,0,3,acept,not furnished,R$100,"R$1,350",R$0,R$18,"R$1,468"
1,30,4,4,2,-,acept,furnished,R$0,"R$5,000","R$4,247",R$76,"R$9,323"
0,46,1,1,1,10,acept,not furnished,R$550,R$580,R$43,R$8,"R$1,181"
1,141,3,2,2,4,acept,not furnished,"R$1,650","R$7,400",R$0,R$94,"R$9,144"
1,58,1,1,1,17,acept,not furnished,R$610,"R$1,600",R$89,R$21,"R$2,320"
1,48,2,1,0,-,acept,not furnished,R$100,"R$1,350",R$0,R$18,"R$1,468"
1,560,5,5,6,-,acept,not furnished,R$0,"R$15,000","R$1,917",R$226,"R$17,140"
1,98,3,2,1,9,acept,not furnished,"R$1,350","R$5,500",R$200,R$70,"R$7,120"
1,340,3,4,4,2,not acept,not furnished,"R$7,000","R$12,500","R$3,084",R$159,"R$22,740"
1,224,4,4,3,2,acept,furnished,"R$2,900","R$9,350",R$917,R$119,"R$13,290"
0,50,1,1,1,3,acept,not furnished,R$392,R$800,R$320,R$11,"R$1,523"
1,250,3,4,3,8,acept,not furnished,"R$2,700","R$7,000","R$1,167",R$89,"R$10,960"
1,100,2,2,1,6,acept,not furnished,"R$1,050","R$4,000",R$240,R$51,"R$5,341"
1,600,3,3,4,-,acept,not furnished,R$0,"R$6,800",R$966,R$103,"R$7,869"
0,114,3,2,1,4,acept,not furnished,R$967,"R$1,400",R$176,R$18,"R$2,561"
0,67,2,1,1,2,acept,not furnished,R$500,"R$1,230",R$42,R$16,"R$1,788"
1,160,4,3,2,9,acept,furnished,"R$2,800","R$10,330",R$286,R$131,"R$13,550"
1,130,2,2,1,17,acept,not furnished,R$993,"R$5,600",R$75,R$71,"R$6,739"
1,114,1,1,1,6,acept,not furnished,R$987,"R$2,800",R$208,R$36,"R$4,031"
1,52,2,1,1,4,acept,not furnished,Incluso,"R$1,450",R$0,R$19,"R$1,469"
1,31,1,1,0,6,acept,furnished,R$430,"R$2,300",R$0,R$30,"R$2,760"
1,78,2,1,1,1,acept,not furnished,R$410,"R$2,500",R$0,R$32,"R$2,942"
1,60,2,2,1,3,acept,furnished,R$900,"R$5,700",R$212,R$73,"R$6,885"
1,40,1,1,0,5,acept,not furnished,R$578,"R$2,390",R$0,R$31,"R$2,999"
1,145,4,4,3,14,acept,not furnished,"R$1,663","R$4,500",R$584,R$58,"R$6,805"
1,127,2,3,2,2,acept,not furnished,"R$1,910","R$6,900",R$500,R$88,"R$9,398"
1,330,4,5,4,13,acept,not furnished,"R$2,870","R$10,000","R$1,119",R$127,"R$14,120"
0,180,4,3,1,11,not acept,not furnished,"R$1,500","R$1,800",R$252,R$23,"R$3,575"
1,120,4,3,2,13,acept,furnished,"R$1,250","R$3,500",R$209,R$45,"R$5,004"
1,40,1,1,1,10,not acept,furnished,"R$2,100","R$2,200",R$223,R$28,"R$4,551"
1,160,4,4,2,-,acept,not furnished,R$0,"R$2,400",R$0,R$37,"R$2,437"
0,130,3,2,2,4,acept,furnished,"R$1,150","R$2,800",R$184,R$36,"R$4,170"
1,80,2,1,1,2,acept,not furnished,"R$1,257","R$2,950",R$195,R$38,"R$4,440"
1,112,3,4,3,9,acept,not furnished,"R$1,480","R$2,800",R$413,R$36,"R$4,729"
1,30,1,1,1,10,not acept,not furnished,R$886,"R$1,500",R$0,R$20,"R$2,406"
1,184,4,3,3,2,acept,furnished,"R$1,200","R$4,500",R$750,R$58,"R$6,508"
1,56,2,1,1,11,acept,furnished,R$530,"R$2,500",R$0,R$32,"R$3,062"
1,40,1,1,1,6,not acept,furnished,"R$1,300","R$3,000",R$248,R$39,"R$4,587"
1,65,2,2,1,7,acept,not furnished,R$630,"R$1,800",R$25,R$23,"R$2,478"
1,146,3,2,2,14,acept,furnished,"R$1,400","R$3,500",R$600,R$45,"R$5,545"
0,60,2,1,1,3,acept,not furnished,R$200,"R$1,299",R$84,R$17,"R$1,600"
1,170,3,2,2,4,acept,furnished,"R$1,970","R$9,000",R$900,R$115,"R$11,990"
1,240,4,4,4,8,acept,furnished,"R$3,033","R$2,890","R$1,398",R$37,"R$7,358"
1,200,4,2,2,-,acept,furnished,R$0,"R$6,500",R$500,R$98,"R$7,098"
1,69,2,1,1,3,acept,not furnished,R$470,"R$1,550",R$70,R$20,"R$2,110"
1,224,3,4,2,9,acept,not furnished,"R$3,300","R$6,000",R$679,R$77,"R$10,060"
1,109,3,2,2,20,acept,furnished,"R$1,200","R$4,500",R$417,R$58,"R$6,175"
1,50,2,1,2,9,not acept,not furnished,R$640,"R$2,300",R$93,R$30,"R$3,063"
0,59,2,1,1,5,acept,not furnished,R$430,"R$1,290",R$47,R$17,"R$1,784"
1,162,2,3,3,3,not acept,furnished,"R$2,200","R$15,000",R$959,R$191,"R$18,350"
0,93,3,2,1,7,acept,not furnished,R$677,"R$1,100",R$63,R$14,"R$1,854"
1,580,6,6,6,-,acept,not furnished,R$0,"R$6,960","R$2,084",R$105,"R$9,149"
1,216,3,4,2,10,acept,not furnished,"R$3,400","R$5,500",R$870,R$70,"R$9,840"
1,90,2,1,0,9,not acept,not furnished,"R$1,200","R$3,850",R$130,R$49,"R$5,229"
1,200,3,3,2,7,acept,not furnished,"R$4,200","R$7,225",R$642,R$92,"R$12,160"
0,55,1,1,0,4,acept,not furnished,R$490,R$750,R$37,R$10,"R$1,287"
1,40,1,1,1,3,not acept,not furnished,R$552,"R$2,300",R$109,R$30,"R$2,991"
1,87,3,3,2,12,not acept,furnished,R$930,"R$3,500",R$253,R$45,"R$4,728"
1,60,2,1,0,-,acept,not furnished,Incluso,"R$1,600",R$25,R$25,"R$1,650"
1,70,3,2,1,7,acept,not furnished,R$620,"R$1,825",R$0,R$24,"R$2,469"
1,243,2,3,2,-,acept,not furnished,R$0,"R$4,619",R$559,R$70,"R$5,248"
1,78,1,1,2,8,not acept,furnished,"R$1,980","R$6,000",R$317,R$77,"R$8,374"
1,103,2,1,0,-,acept,not furnished,R$0,"R$1,300",R$80,R$20,"R$1,400"
1,72,3,2,1,3,not acept,not furnished,R$790,"R$1,750",R$3,R$23,"R$2,566"
1,95,1,2,2,15,acept,not furnished,"R$1,859","R$8,000",R$566,R$102,"R$10,530"
1,135,3,2,2,9,acept,not furnished,"R$1,836","R$4,200",R$543,R$54,"R$6,633"
1,310,5,4,5,3,acept,not furnished,"R$4,364","R$3,200","R$2,506",R$41,"R$10,110"
1,68,2,2,1,18,not acept,furnished,R$500,"R$2,565",R$59,R$33,"R$3,157"
1,360,4,5,4,12,acept,not furnished,"R$4,350","R$6,593","R$1,830",R$84,"R$12,860"
1,420,4,4,4,9,acept,not furnished,"R$6,000","R$15,000","R$3,334",R$191,"R$24,530"
1,266,3,5,1,15,acept,furnished,"R$2,075","R$4,320",R$391,R$55,"R$6,841"
1,172,3,4,3,5,acept,furnished,"R$1,650","R$7,800",R$890,R$99,"R$10,440"
1,240,3,5,4,-,acept,not furnished,R$0,"R$7,500",R$459,R$113,"R$8,072"
0,108,1,3,2,9,acept,not furnished,R$980,"R$4,500",R$0,R$58,"R$5,538"
1,50,1,1,0,12,acept,furnished,R$501,"R$1,800",R$0,R$23,"R$2,324"
1,180,3,3,2,1,acept,not furnished,"R$3,515","R$4,400",R$775,R$56,"R$8,746"
0,380,4,6,3,-,acept,not furnished,R$0,"R$4,000",R$455,R$61,"R$4,516"
1,125,3,4,0,2,not acept,not furnished,"R$1,551","R$2,500",R$495,R$32,"R$4,578"
1,50,2,2,1,12,acept,not furnished,R$585,"R$1,395",R$0,R$6,"R$1,986"
1,382,3,4,2,11,acept,not furnished,"R$4,529","R$14,000","R$1,410",R$178,"R$20,120"
1,51,1,1,0,9,acept,not furnished,R$367,"R$1,700",R$84,R$22,"R$2,173"
1,128,2,2,0,9,acept,not furnished,R$958,"R$2,700",R$0,R$35,"R$3,693"
0,51,1,1,0,3,acept,not furnished,R$486,R$820,R$15,R$11,"R$1,332"
0,45,1,1,0,11,not acept,furnished,R$370,R$500,R$10,R$7,R$887
1,300,4,5,4,-,acept,furnished,Sem info,"R$14,000","R$1,167",R$211,"R$15,380"
1,180,3,1,0,-,acept,not furnished,Incluso,"R$2,500",R$334,R$38,"R$2,872"
1,120,3,2,1,17,acept,not furnished,"R$1,250","R$2,000",R$230,R$26,"R$3,506"
1,87,3,2,0,6,acept,not furnished,"R$1,284","R$2,000",R$231,R$26,"R$3,541"
1,116,2,2,2,8,not acept,furnished,"R$1,215","R$8,000",R$250,R$102,"R$9,567"
1,200,4,2,1,5,acept,not furnished,"R$2,115","R$5,000",R$328,R$64,"R$7,507"
1,556,6,7,4,-,acept,not furnished,R$0,"R$7,500","R$1,084",R$113,"R$8,697"
0,62,2,2,2,5,acept,not furnished,R$800,"R$3,000",R$14,R$39,"R$3,853"
1,63,2,2,1,19,acept,furnished,"R$1,000","R$11,000",R$133,R$140,"R$12,270"
1,96,3,1,1,5,acept,furnished,"R$1,172","R$3,550",R$140,R$45,"R$4,907"
1,61,2,2,1,1,acept,not furnished,R$885,"R$2,000",R$130,R$26,"R$3,041"
